property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price,floor_number
3 BHK Apartment for Sale in Adajan Surat,Carpet Area,1180.0,Unfurnished,Ready to Move,New Property,East,Main Road,5004.0,50.9,5.0
"3 BHK  House for Sale in Sangini Swaraj, Jahangir Pura Surat",Super Area,140.0,Semi-Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",9921.0,50.9,5.0
"3 BHK Apartment for Sale in Kakadia Serenity, Vesu Surat",Carpet Area,1045.0,New Property,Ready to Move,11 out of 13,Unfurnished,North - East,5502.0,50.9,11.0
"3 BHK Apartment for Sale in Eco Grandeur, Althan Surat",Super Area,2323.0,New Property,Ready to Move,5 out of 19,Unfurnished,East,5811.0,50.9,5.0
"3 BHK Apartment for Sale in Pramukh Revanta, Vesu Surat",Carpet Area,1317.0,New Property,Poss. by Apr '25,5 out of 13,Unfurnished,East,5500.0,50.9,5.0
"3 BHK Apartment for Sale in Glorina World, Vesu Surat",Super Area,2560.0,New Property,Ready to Move,7 out of 13,Unfurnished,South -West,4883.0,50.9,7.0
3 BHK Apartment for Sale in Althan Surat,Carpet Area,1400.0,Unfurnished,Poss. by Jul '24,New Property,East,Main Road,5600.0,50.9,5.0
"4 BHK  House for Sale in Narayan Coral Heights, Jahangir Pura Surat",Super Area,99.0,New Property,Ready to Move,Ground out of 2,Unfurnished,East,15152.0,50.9,2.0
"4 BHK Apartment for Sale in Pioneer Luxury, Bhimrad Surat",Carpet Area,1427.0,New Property,Ready to Move,1 out of 13,Unfurnished,North - East,4491.0,50.9,1.0
"3 BHK Apartment for Sale in Rajhans Synfonia, Vesu Surat",Carpet Area,1094.0,Resale,Ready to Move,9 out of 12,Unfurnished,East,5798.0,50.9,9.0
"3 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",Carpet Area,1281.0,New Property,Poss. by Mar '25,9 out of 13,Unfurnished,East,4500.0,50.9,9.0
"3 BHK Apartment for Sale in The Address, Vesu Surat",Super Area,1953.0,New Property,Ready to Move,7 out of 13,Unfurnished,South -West,5200.0,50.9,7.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1240.0,Unfurnished,Ready to Move,New Property,East,Main Road,6060.0,50.9,5.0
"4 BHK  House for Sale in Sangini Swaraj, Jahangir Pura Surat",Carpet Area,91.0,Unfurnished,Ready to Move,New Property,East,"Pool, Garden/Park, Main Road",4691.5,50.9,5.0
"3 BHK Apartment for Sale in Sangini Residency, Athwa Surat",Carpet Area,1500.0,Resale,Ready to Move,5 out of 10,Unfurnished,North - East,5130.0,50.9,5.0
"3 BHK Apartment for Sale in Swapnabhoomi, Vesu Surat",Super Area,2152.0,Resale,Ready to Move,3 out of 13,Furnished,North,6738.0,50.9,3.0
"3 BHK Apartment for Sale in Swapnabhoomi, Vesu Surat",Carpet Area,1080.0,New Property,Ready to Move,6 out of 13,Unfurnished,East,5100.0,50.9,6.0
"3 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,2432.0,New Property,Ready to Move,7 out of 13,Unfurnished,South -West,5481.0,50.9,7.0
4 BHK Apartment for Sale in Bhimrad Surat,Carpet Area,1500.0,Unfurnished,Ready to Move,New Property,East,Garden/Park,4800.0,50.9,5.0
"3 BHK Apartment for Sale in Sky Superia, VIP Road Surat",Carpet Area,1309.0,New Property,Ready to Move,15 out of 20,Unfurnished,North - East,5600.0,50.9,15.0
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",Super Area,2250.0,New Property,Ready to Move,5 out of 13,Unfurnished,East,6500.0,50.9,5.0
"4 BHK Apartment for Sale in Acacia, Vesu Surat",Carpet Area,1595.0,New Property,Poss. by Apr '25,8 out of 12,Unfurnished,East,4690.0,50.9,8.0
"3 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",Carpet Area,1281.0,New Property,Poss. by Dec '24,5 out of 13,Unfurnished,South -West,4483.0,50.9,5.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1616.0,Unfurnished,Poss. by Dec '26,New Property,East,Main Road,4700.0,50.9,5.0
"3 BHK Apartment for Sale in Pramukh Revanta, Vesu Surat",Carpet Area,1320.0,Resale,Poss. by Jan '25,7 out of 10,Unfurnished,North - East,5200.0,50.9,7.0
4 BHK Apartment for Sale in Althan Surat,Super Area,2753.0,New Property,Poss. by Dec '25,7 out of 13,Unfurnished,East,4691.5,50.9,7.0
"4 BHK Apartment for Sale in Acacia, Vesu Surat",Super Area,2900.0,New Property,Poss. by Apr '25,8 out of 12,Unfurnished,East,4690.0,50.9,8.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2500.0,New Property,Poss. by Dec '25,5 out of 11,Unfurnished,South -West,4691.5,50.9,5.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1323.0,Unfurnished,Poss. by May '25,New Property,East,Main Road,4650.0,50.9,5.0
"3 BHK Apartment for Sale in Raghuvir Satva, Vesu Surat",Carpet Area,1045.0,New Property,Ready to Move,5 out of 10,Unfurnished,North - East,5579.0,50.9,5.0
"3 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,2433.0,New Property,Ready to Move,5 out of 13,Unfurnished,East,5931.0,50.9,5.0
3 BHK Apartment for Sale in Pal Surat,Super Area,2440.0,New Property,Poss. by Aug '25,5 out of 10,Unfurnished,East,4691.5,50.9,5.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1740.0,Unfurnished,Poss. by May '25,New Property,East,Main Road,4650.0,50.9,5.0
"3 BHK Apartment for Sale in Glorina World, Vesu Surat",Carpet Area,1374.0,New Property,Ready to Move,7 out of 13,Unfurnished,North - East,5400.0,50.9,7.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1261.0,Unfurnished,Ready to Move,New Property,East,Main Road,6060.0,50.9,5.0
"3 BHK Apartment for Sale in Surya Darshan, Citylight Area Surat",Carpet Area,1410.0,Resale,Ready to Move,7 out of 13,Unfurnished,North - East,5458.0,50.9,7.0
"4 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat",Carpet Area,1320.0,New Property,Ready to Move,8 out of 13,Unfurnished,North - East,5000.0,50.9,8.0
"3 BHK Apartment for Sale in Greenopolis, Vesu Surat",Carpet Area,1422.0,New Property,Ready to Move,7 out of 13,Unfurnished,North - East,5493.0,50.9,7.0
"3 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",Carpet Area,1158.0,New Property,Ready to Move,10 out of 13,Unfurnished,North - East,5701.0,50.9,10.0
"3 BHK Apartment for Sale in Atmosphere Green, Vesu Surat",Carpet Area,1293.0,New Property,Ready to Move,6 out of 13,Unfurnished,North - East,5574.0,50.9,6.0
"3 BHK Apartment for Sale in Milestone Spiti, Vesu Surat",Carpet Area,1102.0,Resale,Ready to Move,6 out of 10,Unfurnished,North - East,5387.0,50.9,6.0
"4 BHK Penthouse for Sale in Sattvam, Pal Surat",Super Area,5000.0,Unfurnished,Poss. by Mar '25,New Property,Sattvam,1 Open,4600.0,50.9,5.0
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3250.0,Unfurnished,Poss. by Dec '26,New Property,Sangini Epitome,4,4750.0,50.9,5.0
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,4000.0,Unfurnished,Poss. by Jan '25,New Property,Surya Signature,4,7100.0,50.9,5.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2440.0,New Property,Poss. by Feb '26,5 out of 13,Unfurnished,East,6336.0,50.9,5.0
4 BHK Penthouse for Sale in Pal Surat,Super Area,3970.0,New Property,Poss. by Jul '26,18 out of 19,Unfurnished,East,6348.0,50.9,18.0
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,1978.0,New Property,Poss. by Aug '25,7 out of 10,Unfurnished,East,5000.0,50.9,7.0
5 BHK  House for Sale in Ghod Dod Road Surat,Super Area,400.0,Resale,Ready to Move,Ground out of 2,Unfurnished,East,19444.0,50.9,2.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,4452.0,New Property,Poss. by Jan '25,6 out of 12,Unfurnished,East,6300.0,50.9,6.0
  Showroom for Sale in Vesu Surat,Super Area,1820.0,New Property,Poss. by Jul '25,Ground out of 10,1 Covered,Unknown,19000.0,50.9,10.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2100.0,New Property,Poss. by Dec '25,4 out of 14,Unfurnished,East,4750.0,50.9,4.0
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3250.0,New Property,Poss. by Dec '26,3 out of 13,Unfurnished,East,4751.0,50.9,3.0
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3415.0,New Property,Poss. by Jun '26,5 out of 13,Unfurnished,North - East,4751.0,50.9,5.0
  Office Space for Sale in Sagrampura Surat,Super Area,1470.0,Resale,Ready to Move,8 out of 9,3 Covered,Unknown,13605.0,50.9,8.0
3 BHK  House for Sale in Choksi Wadi Surat,Carpet Area,1500.0,Resale,Ready to Move,1 out of 1,Unfurnished,Unknown,4691.5,50.9,1.0
  Office Space for Sale in Vesu Surat,Carpet Area,6300.0,Resale,Ready to Move,8 out of 10,Unknown,Unknown,7500.0,50.9,8.0
3 BHK  House for Sale in Adajan Surat,Carpet Area,1500.0,New Property,Ready to Move,Ground out of 1,Furnished,North - East,11333.0,50.9,1.0
 Industrial Land for Sale in Pipodara Surat,Built Area,315200.0,Unknown,Resale,Unknown,Unknown,Unknown,63.0,50.9,5.0
  Shop for Sale in Ring Road Surat,Carpet Area,680.0,Resale,Ready to Move,Lower Basement out of 1,Unknown,Unknown,147059.0,50.9,1.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3513.0,Unfurnished,12 out of 12,Resale,4,Unknown,7051.0,50.9,5.0
4 BHK Villa for Sale in Adajan Surat,Carpet Area,1620.0,Furnished,Ready to Move,Resale,North,"Garden/Park, Main Road",4691.5,50.9,5.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2536.0,New Property,Poss. by Dec '25,9 out of 13,Unfurnished,East,6309.0,50.9,9.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3100.0,New Property,Poss. by Aug '25,10 out of 18,Unfurnished,South -West,6452.0,50.9,10.0
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1490.0,Unfurnished,Ready to Move,New Property,East,Main Road,5700.0,50.9,5.0
5 BHK Villa for Sale in Palanpur Surat,Carpet Area,2500.0,Unfurnished,Ready to Move,Resale,East,"Garden/Park, Main Road",4714.0,50.9,5.0
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,5000.0,New Property,Poss. by Dec '25,7 out of 20,Unfurnished,North - East,7000.0,50.9,7.0
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,4000.0,New Property,Poss. by Mar '26,11 out of 20,Unfurnished,East,7125.0,50.9,11.0
4 BHK Villa for Sale in Madhav park Surat,Carpet Area,233.0,Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",17406.0,50.9,5.0
5 BHK Villa for Sale in Palanpur Surat,Carpet Area,3500.0,Semi-Furnished,Ready to Move,Resale,North - East,"Garden/Park, Main Road",4857.0,50.9,5.0
5 BHK Apartment for Sale in Piplod Surat,Super Area,11.0,New Property,Poss. by Jan '26,9 out of 14,Unfurnished,East,11500.0,50.9,9.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2493.0,New Property,Poss. by Sep '25,5 out of 13,Unfurnished,South -West,6570.0,50.9,5.0
6 BHK  House for Sale in Piplod Surat,Super Area,6000.0,Resale,Ready to Move,Ground out of 2,Unfurnished,South -West,9167.0,50.9,2.0
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",Super Area,3636.0,New Property,Ready to Move,4 out of 12,Unfurnished,East,7200.0,50.9,4.0
4 BHK Villa for Sale in Piplod Surat,Carpet Area,2000.0,Semi-Furnished,Ready to Move,Resale,Main Road,Freehold,19753.0,50.9,5.0
4 BHK  House for Sale in Adajan Surat,Super Area,112.0,Resale,Ready to Move,1 out of 2,Unfurnished,South -West,15972.0,50.9,1.0
4 BHK Apartment for Sale in Althan Surat,Super Area,3087.0,New Property,Poss. by Dec '25,1 out of 13,Unfurnished,East,5591.0,50.9,1.0
4 BHK Apartment for Sale in Vesu Canal Road Surat,Super Area,3700.0,New Property,Ready to Move,5 out of 13,Furnished,South - East,10811.0,50.9,5.0
4 BHK  House for Sale in Piplod Surat,Super Area,583.0,Resale,Ready to Move,1 out of 1,Furnished,"Garden/Park, Main Road",17153.0,50.9,1.0
5 BHK Penthouse for Sale in VIP Road Surat,Carpet Area,2900.0,New Property,Poss. by Oct '24,17 out of 18,Unfurnished,East,9500.0,50.9,17.0
5 BHK Apartment for Sale in Piplod Surat,Super Area,5000.0,New Property,Poss. by Aug '25,7 out of 17,Unfurnished,East,10000.0,50.9,7.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3240.0,New Property,Poss. by Oct '25,11 out of 12,Unfurnished,East,5185.0,50.9,11.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3294.0,New Property,Poss. by Jan '26,10 out of 13,Unfurnished,East,4948.0,50.9,10.0
5 BHK  House for Sale in New citylight Surat,Carpet Area,145.0,Unfurnished,Ready to Move,Resale,East,Main Road,4691.5,50.9,5.0
  Plot/Land for Sale in Adajan Surat,Plot Area,2250.0,1,Co-operative Society,Resale,3,No,15156.0,50.9,5.0
5 BHK Villa for Sale in Palanpur Surat,Super Area,151.0,Unfurnished,Ready to Move,Resale,East,"Garden/Park, Main Road",18469.0,50.9,5.0
4 BHK  House for Sale in gaurav path road Surat,Super Area,105.0,Unfurnished,Ready to Move,New Property,East,"Garden/Park, Pool, Main Road",15979.0,50.9,5.0
"5 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",Super Area,4351.0,New Property,Ready to Move,6 out of 10,Unfurnished,North - East,6500.0,50.9,6.0
4 BHK  House for Sale in Athawa Lines Surat,Carpet Area,3000.0,Resale,Ready to Move,1 out of 1,Unfurnished,Freehold,12222.0,50.9,1.0
5 BHK Villa for Sale in Bhatar Surat,Carpet Area,345.0,Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",12500.0,50.9,5.0
4 BHK  House for Sale in Adajan Surat,Super Area,2100.0,New Property,Ready to Move,2 out of 2,Unfurnished,West,11952.0,50.9,2.0
 Industrial Building for Sale in Palsana Surat,Super Area,21.0,Unknown,Ready to Move,Resale,Unknown,Unknown,1624.0,50.9,5.0
4 BHK  House for Sale in Parley Point Surat,Carpet Area,160.0,Resale,Ready to Move,Ground out of 2,Furnished,5,14583.0,50.9,2.0
3 BHK Villa for Sale in Vesu Surat,Carpet Area,1200.0,Semi-Furnished,Ready to Move,Resale,Co-operative Society,3,14438.0,50.9,5.0
5 BHK  House for Sale in Ghod Dod Road Surat,Carpet Area,255.0,Resale,Ready to Move,1 out of 2,Unfurnished,East,10857.0,50.9,1.0
  Plot/Land for Sale in Olpad Surat,Plot Area,6525.0,Yes,Resale,5,Unknown,Unknown,2759.0,50.9,5.0
6 BHK  House for Sale in Trikamnagar 1 Surat,Carpet Area,3400.0,Semi-Furnished,Ready to Move,Resale,6,3,16026.0,50.9,5.0
5 BHK  House for Sale in Kim Surat,Carpet Area,5400.0,Resale,Ready to Move,2 out of 2,Unfurnished,North,9259.0,50.9,2.0
4 BHK  House for Sale in Parley Point Surat,Carpet Area,330.0,Furnished,Ready to Move,Resale,Freehold,3,4691.5,50.9,5.0
6 BHK Penthouse for Sale in Vesu Surat,Super Area,6130.0,Resale,Ready to Move,11 out of 12,Unfurnished,Main Road,4649.0,50.9,11.0
  Showroom for Sale in Adajan Surat,Carpet Area,1333.0,Resale,Ready to Move,1 out of 4,Unknown,Unknown,12003.0,50.9,1.0
4 BHK  House for Sale in Ghod Dod Road Surat,Super Area,1675.0,Co-operative Society,Ready to Move,Resale,2 Open,3,29851.0,50.9,5.0
5 BHK Villa for Sale in 39 Surat,Super Area,577.0,Furnished,Ready to Move,Resale,5,3,14443.0,50.9,5.0
  Showroom for Sale in Chauta Bazar Surat,Super Area,4000.0,Resale,Ready to Move,Ground out of 4,3,Unknown,10000.0,50.9,4.0
 Industrial Land for Sale in Palsana Surat,Built Area,2000.0,Unknown,Resale,Unknown,Unknown,Unknown,15000.0,50.9,5.0
5 BHK Villa for Sale in Varachha Surat,Super Area,206.0,Furnished,Ready to Move,Resale,3,Unknown,18878.0,50.9,5.0
  Office Space for Sale in Majura Gate Surat,Super Area,1840.0,Resale,Ready to Move,3 out of 6,Unknown,Unknown,9000.0,50.9,3.0
  Plot/Land for Sale in Vesu Surat,Plot Area,1530.0,Yes,Resale,3,Unknown,Unknown,14706.0,50.9,3.0
  Plot/Land for Sale in Udhana Surat,Plot Area,3000.0,New Property,110 X 27.27,Freehold,5,Unknown,11000.0,50.9,5.0
 Industrial Land for Sale in hojiwala indrustrial estate Surat,Built Area,16280.0,Unknown,Resale,Unknown,Unknown,Unknown,3994.0,50.9,5.0
4 BHK Apartment for Sale in Piplod Surat,Super Area,3900.0,Resale,Ready to Move,7 out of 10,Semi-Furnished,5,6000.0,50.9,7.0
3 BHK  House for Sale in Adajan Surat,Super Area,1800.0,Unfurnished,Ready to Move,Resale,3,Unknown,9444.0,50.9,5.0
4 BHK Apartment for Sale in Vesu Canal Road Surat,Carpet Area,2400.0,Resale,Poss. by Aug '26,9 out of 19,Unfurnished,North,6494.0,50.9,9.0
  Plot/Land for Sale in Surat City Surat,Plot Area,4950.0,3,Freehold,Resale,Unknown,6 m,15152.0,50.9,5.0
 Industrial Land for Sale in Sachin GIDC Surat,Built Area,49960.0,Unknown,Resale,Unknown,Unknown,Unknown,723.0,50.9,5.0
  Showroom for Sale in Mahidhar Pura Surat,Carpet Area,2200.0,Resale,Ready to Move,Ground out of 4,Unknown,Unknown,9591.0,50.9,4.0
"5 BHK Apartment for Sale in Casa Rivera, Adajan Surat",Carpet Area,4150.0,Resale,Ready to Move,9 out of 25,Unfurnished,South -West,8264.0,50.9,9.0
"4 BHK Apartment for Sale in Sangini Aura, Pal Surat",Super Area,3200.0,New Property,Poss. by Dec '24,7 out of 13,Unfurnished,East,5500.0,50.9,7.0
3 BHK Apartment for Sale in Vesu Canal Road Surat,Carpet Area,3000.0,New Property,Poss. by Jan '25,3 out of 4,Unfurnished,Unknown,4691.5,50.9,3.0
4 BHK Apartment for Sale in The Atlantis Surat,Carpet Area,2800.0,Resale,Ready to Move,2 out of 11,Unfurnished,South,5161.0,50.9,2.0
4 BHK  House for Sale in Parle Point Surat,Super Area,8000.0,Resale,Ready to Move,2 out of 3,Furnished,South,10625.0,50.9,2.0
4 BHK  House for Sale in Vesu Surat,Carpet Area,190.0,Resale,Ready to Move,Ground out of 2,Semi-Furnished,4,4691.5,50.9,2.0
5 BHK  House for Sale in Gopi Pura Surat,Carpet Area,422.0,Resale,Ready to Move,Ground out of 3,Semi-Furnished,East,13823.0,50.9,3.0
  Land for Sale in Palanpur Surat,Built Area,61000.0,Unknown,Resale,Unknown,Unknown,Unknown,328.0,50.9,5.0
"5 BHK Apartment for Sale in Expressions, Vesu Surat",Carpet Area,3300.0,Resale,Ready to Move,6 out of 20,Furnished,North - East,6833.0,50.9,6.0
"4 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",Carpet Area,1807.0,New Property,Poss. by Sep '24,4 out of 13,Unfurnished,East,5753.0,50.9,4.0
5 BHK Villa for Sale in Palanpur Patia Surat,Super Area,2264.0,Furnished,Ready to Move,Resale,3 Covered,Unknown,11042.0,50.9,5.0
4 BHK  House for Sale in Adajan Patiya Surat,Carpet Area,283.0,Resale,Ready to Move,Ground out of 2,Furnished,3,4691.5,50.9,2.0
"5 BHK  House for Sale in Atithi Western Oasis, Adajan Surat",Carpet Area,3280.0,Resale,Ready to Move,1 out of 3,Unfurnished,Atithi Western Oasis,7652.0,50.9,1.0
  Plot/Land for Sale in Umra Surat,Plot Area,1980.0,Yes,Resale,2,Unknown,Unknown,11111.0,50.9,2.0
  Showroom for Sale in Bardoli Surat,Super Area,2150.0,Resale,Ready to Move,1 out of 2,Unknown,Unknown,13953.0,50.9,1.0
6 BHK  House for Sale in Sarthana Jakat Naka Surat,Carpet Area,6200.0,New Property,Ready to Move,3 out of 3,Furnished,Freehold,5645.0,50.9,3.0
"4 BHK Apartment for Sale in Green Hills, Adajan Surat",Carpet Area,1860.0,Resale,Ready to Move,4 out of 12,Furnished,East,7824.0,50.9,4.0
"5 BHK Apartment for Sale in Avantis Ofira Posh, Bharthana Surat",Carpet Area,3200.0,Resale,Ready to Move,9 out of 13,Unfurnished,North - East,6123.0,50.9,9.0
"4 BHK Villa for Sale in Someshwara Enclave, Vesu Surat",Carpet Area,225.0,Semi-Furnished,Ready to Move,Resale,Someshwara Enclave,4,4691.5,50.9,5.0
 Industrial Shed for Sale in Frozen food manufacturing unit Surat,Super Area,10.0,Unknown,Ready to Move,Resale,Unknown,Unknown,1719.0,50.9,5.0
  Shop for Sale in VIP Road Surat,Super Area,3500.0,Resale,Ready to Move,2 out of 7,Unknown,Unknown,6500.0,50.9,2.0
  Showroom for Sale in Piplod Surat,Super Area,27.0,Resale,Ready to Move,Ground out of 8,> 10,Unknown,11507.0,50.9,8.0
"  Shop for Sale in Galaxy Enclave, Pal Surat",Carpet Area,1700.0,Resale,Ready to Move,1 out of 9,Unknown,Unknown,8830.0,50.9,1.0
4 BHK  House for Sale in Jahangir Pura Surat,Super Area,3500.0,Resale,Ready to Move,Ground out of 4,Furnished,5,4857.0,50.9,4.0
  Plot/Land for Sale in Kamrej Char Rasta Surat,Plot Area,3078.0,Main Road,Freehold,Resale,Unknown,Unknown,5000.0,50.9,5.0
4 BHK Villa for Sale in Adajan Surat,Super Area,2750.0,Semi-Furnished,Ready to Move,Resale,Unknown,Unknown,7055.0,50.9,5.0
"3 BHK Apartment for Sale in Avantis Ofira Peak, Vesu Surat",Super Area,2750.0,New Property,Poss. by Jun '24,7 out of 13,Unfurnished,South -West,5900.0,50.9,7.0
  Land for Sale in Bardoli Surat,Built Area,291000.0,Unknown,New Property,Unknown,Unknown,Unknown,1409.0,50.9,5.0
"4 BHK Apartment for Sale in Empire Regency, Vesu Surat",Carpet Area,2500.0,Resale,Ready to Move,10 out of 10,Furnished,North,5890.0,50.9,10.0
6 BHK Villa for Sale in Ghod Dod Road Surat,Carpet Area,8500.0,Furnished,Ready to Move,Resale,West,Garden/Park,19444.0,50.9,5.0
5 BHK  House for Sale in Nan Pura Surat,Carpet Area,7000.0,Resale,Ready to Move,Ground out of 3,Semi-Furnished,East,12482.0,50.9,3.0
  Plot/Land for Sale in Chikuwadi Surat,Plot Area,3915.0,Resale,73.7 X 53.1,Freehold,Unknown,Unknown,11494.0,50.9,5.0
  Shop for Sale in Althan Surat,Super Area,1218.0,Resale,Ready to Move,Ground out of 5,Unknown,Unknown,18883.0,50.9,5.0
4 BHK Villa for Sale in Piplod Surat,Super Area,1700.0,Furnished,Ready to Move,Resale,East,Main Road,16765.0,50.9,5.0
  Shop for Sale in the white house Surat,Super Area,1808.0,Resale,Ready to Move,1 out of 4,Unknown,Unknown,12445.0,50.9,1.0
"5 BHK Apartment for Sale in Rajhans Altezza, Vesu Surat",Carpet Area,5900.0,Resale,Ready to Move,8 out of 11,Unfurnished,South - East,6915.0,50.9,8.0
 Industrial Land for Sale in Kim Surat,Built Area,10.0,Unknown,Resale,Unknown,Unknown,Unknown,12500000.0,50.9,5.0
"3 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,2650.0,Resale,Ready to Move,6 out of 12,Unfurnished,North,6000.0,50.9,6.0
  Office Space for Sale in Majura Gate Surat,Super Area,3000.0,Resale,Ready to Move,1 out of 1,Unknown,Unknown,6667.0,50.9,1.0
  Showroom for Sale in Pal Surat,Carpet Area,1900.0,Resale,Ready to Move,2 out of 2,Unknown,Unknown,5991.0,50.9,2.0
 Industrial Building for Sale in Surat Surat,Super Area,15.0,Unknown,Ready to Move,Resale,Unknown,Unknown,3205.0,50.9,5.0
"4 BHK Apartment for Sale in Harmony, Vesu Surat",Carpet Area,2400.0,Resale,Ready to Move,9 out of 9,Furnished,Harmony,6200.0,50.9,9.0
7 BHK Villa for Sale in Dumas Road Surat,Super Area,7200.0,Unfurnished,Ready to Move,Resale,5,Unknown,7200.0,50.9,5.0
4 BHK Villa for Sale in Piplod Surat,Carpet Area,4000.0,Furnished,Ready to Move,Resale,Freehold,4,7800.0,50.9,5.0
  Office Space for Sale in Lal Darwaja Surat,Carpet Area,996.0,Resale,Ready to Move,5 out of 6,Unknown,Unknown,8032.0,50.9,5.0
1 BHK Apartment for Sale in Bhagal Surat,Super Area,2500.0,Resale,Ready to Move,1 out of 1,Semi-Furnished,North,10000.0,50.9,1.0
  Office Space for Sale in Bhatar Road Surat,Super Area,3000.0,Resale,Ready to Move,Ground out of 11,Unknown,Unknown,6033.0,50.9,11.0
4 BHK Villa for Sale in Vesu Canal Road Surat,Carpet Area,340.0,Furnished,Ready to Move,Resale,East,Garden/Park,12418.0,50.9,5.0
1 BHK Apartment for Sale in 395004 Surat,Carpet Area,27646.0,Resale,Ready to Move,3 out of 7,Unfurnished,Unknown,9852.0,50.9,3.0
4 BHK  House for Sale in Katar Gam Surat,Super Area,250.0,Resale,Ready to Move,Ground out of 2,Furnished,3,22222.0,50.9,2.0
4 BHK  House for Sale in Athwa Surat,Carpet Area,2340.0,Resale,Ready to Move,2 out of 3,Unfurnished,North - West,19231.0,50.9,2.0
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Carpet Area,2653.0,New Property,Poss. by Jan '27,7 out of 13,Unfurnished,South -West,6281.0,50.9,7.0
"4 BHK Villa for Sale in Green Valley Row House, Adajan Surat",Carpet Area,1969.0,Unfurnished,Ready to Move,Resale,Green Valley Row House,3,7500.0,50.9,5.0
3 BHK  House for Sale in Parvat Patia Surat,Super Area,1300.0,Resale,Ready to Move,Ground out of 3,Unfurnished,3,15385.0,50.9,3.0
  Showroom for Sale in Athawa Lines Surat,Super Area,5800.0,Resale,Ready to Move,Ground out of 1,4,Unknown,12009.0,50.9,1.0
"5 BHK Apartment for Sale in Cellestial Dreams, Vesu Surat",Carpet Area,5000.0,Resale,Ready to Move,6 out of 18,Unfurnished,Cellestial Dreams,7305.0,50.9,6.0
4 BHK Apartment for Sale in Adajan Gam Surat,Super Area,2950.0,Resale,Ready to Move,7 out of 13,Furnished,4,5763.0,50.9,7.0
4 BHK Builder Floor for Sale in Castello Surat,Super Area,3507.0,New Property,Poss. by Jul '27,1 out of 5,Unfurnished,3,5703.0,50.9,1.0
"5 BHK Apartment for Sale in Nandanvan III, Vesu Surat",Super Area,177.0,Resale,Ready to Move,12 out of 12,Furnished,Nandanvan III,9185.0,50.9,12.0
 Industrial Shed for Sale in Bhatpore Surat,Super Area,709.0,Unknown,Ready to Move,Resale,Unknown,Unknown,7052.0,50.9,5.0
  Plot/Land for Sale in Vesu Surat,Plot Area,2277.0,Main Road,Freehold,Resale,Unknown,Unknown,14273.0,50.9,5.0
3 BHK  House for Sale in Bardoli Surat,Super Area,2700.0,Resale,Ready to Move,Ground out of 2,Semi-Furnished,3,7407.0,50.9,2.0
"  Shop for Sale in Prime Shoppers, Vesu Surat",Carpet Area,912.0,Resale,Ready to Move,1 out of 5,Unknown,Unknown,21930.0,50.9,1.0
"3 BHK Apartment for Sale in Pratistha Complex, Ghod Dod Road Surat",Super Area,3050.0,Resale,Ready to Move,4 out of 10,Semi-Furnished,South,5000.0,50.9,4.0
  Land for Sale in Bardoli Surat,Built Area,302400.0,Unknown,New Property,Unknown,Unknown,Unknown,397.0,50.9,5.0
